@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
5434,6,0,80,3,0.08929,139.59.103.228,0.023383,0.877391,0.041154,0.815829,55356,0.842763,utfp,0.047407,0.900488,0.000354,0.651186,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5435,6,0,80,3,0.089314,116.31.116.5,0.00199,0.796956,0.146798,0.025386,44751,0.67825,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5436,6,0,80,3,0.089339,116.31.116.5,0.00199,0.796956,0.146798,0.025386,60229,0.918356,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5437,6,0,80,3,0.089361,182.252.0.145,0.033333,0.888965,0.027359,0.980587,53468,0.813474,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5438,6,0,80,3,0.089362,182.252.0.145,0.033333,0.888965,0.027359,0.980587,53468,0.813474,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5439,6,0,80,3,0.089363,182.252.0.145,0.033333,0.888965,0.027359,0.980587,53468,0.813474,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5440,6,0,80,3,0.08937,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,hadoop,0.005926,0.832619,0.002479,0.451581,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5441,6,0,80,3,0.089411,59.45.175.56,0.006965,0.837853,0.106679,0.752115,60372,0.920575,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5442,6,0,80,3,0.089414,218.65.30.210,0.027861,0.88311,0.034487,0.825286,36819,0.555202,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5443,6,0,80,3,0.089415,59.45.175.56,0.006965,0.837853,0.106679,0.752115,37402,0.564246,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5444,6,0,80,3,0.089417,59.45.175.56,0.006965,0.837853,0.106679,0.752115,56585,0.861828,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5445,6,0,80,3,0.08942,59.45.175.56,0.006965,0.837853,0.106679,0.752115,36852,0.555714,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5446,6,0,80,3,0.089424,59.45.175.56,0.006965,0.837853,0.106679,0.752115,42321,0.640553,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5447,6,0,80,3,0.089427,59.45.175.56,0.006965,0.837853,0.106679,0.752115,51940,0.789771,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5448,6,0,80,3,0.089447,91.197.232.108,0.039303,0.894344,0.017818,0.439024,47264,0.717233,0,0.013827,0.860273,0.001156,0.408103,Czech_Republic,None,0.36688,0.973559,0.410741,0.762522,0.239661,0.13736,cluster1
5449,6,0,80,3,0.089447,218.65.30.210,0.027861,0.88311,0.034487,0.825286,11242,0.158432,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5450,6,0,80,3,0.089449,91.197.232.108,0.039303,0.894344,0.017818,0.439024,48946,0.743326,0000,0.015802,0.864631,0.0011,0.44417,Czech_Republic,None,0.36688,0.973559,0.410741,0.762522,0.239661,0.13736,cluster1
5451,6,0,80,3,0.089453,91.197.232.108,0.039303,0.894344,0.017818,0.439024,60012,0.91499,010101,0.024198,0.878538,0.00069,0.061265,Czech_Republic,None,0.36688,0.973559,0.410741,0.762522,0.239661,0.13736,cluster1
5452,6,0,80,3,0.089464,128.199.214.237,0.055721,0.905739,0.007127,0.411648,59031,0.899772,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5453,6,0,80,3,0.089466,177.23.150.42,0.01592,0.864841,0.06449,0.639622,33473,0.503296,vyatta,0.071605,0.913947,0.000261,0.224802,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5454,6,0,80,3,0.089483,112.72.64.51,0.032338,0.887976,0.028394,0.988552,53957,0.82106,user2,0.066173,0.911372,0.00028,0.857213,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5455,6,0,80,3,0.089485,218.65.30.210,0.027861,0.88311,0.034487,0.825286,14815,0.213859,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5456,6,0,80,3,0.089491,218.65.30.210,0.027861,0.88311,0.034487,0.825286,14815,0.213859,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5457,6,0,80,3,0.089495,139.59.103.228,0.023383,0.877391,0.041154,0.815829,44990,0.681957,netcool,0.102716,0.925723,0.000186,0.738636,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5458,6,0,80,3,0.089505,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,hduser,0.023704,0.877865,0.000708,0.808794,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5459,6,0,80,3,0.089513,182.252.0.145,0.033333,0.888965,0.027359,0.980587,33955,0.510774,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5460,6,0,80,3,0.089514,182.252.0.145,0.033333,0.888965,0.027359,0.980587,33955,0.510774,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5461,6,0,80,3,0.089515,182.252.0.145,0.033333,0.888965,0.027359,0.980587,33955,0.510774,csgoserver,0.019753,0.871914,0.000895,0.304348,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5462,6,0,80,3,0.089518,218.65.30.210,0.027861,0.88311,0.034487,0.825286,12567,0.178986,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5463,6,0,80,3,0.089547,218.65.30.210,0.027861,0.88311,0.034487,0.825286,58783,0.895925,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5464,6,0,80,3,0.08956,112.72.64.51,0.032338,0.887976,0.028394,0.988552,41045,0.620759,nagios,0.005432,0.829779,0.002851,0.232708,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5465,6,0,80,3,0.089562,139.59.103.228,0.023383,0.877391,0.041154,0.815829,60358,0.920357,source,0.092346,0.922249,0.000205,0.325593,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5466,6,0,80,3,0.089612,116.31.116.5,0.00199,0.796956,0.146798,0.025386,37220,0.561423,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5467,6,0,80,3,0.08963,139.59.103.228,0.023383,0.877391,0.041154,0.815829,47492,0.72077,unbound,0.049877,0.902145,0.000335,0.466897,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5468,6,0,80,3,0.089633,112.72.64.51,0.032338,0.887976,0.028394,0.988552,38461,0.580674,vagrant,0.009877,0.849291,0.001621,0.462451,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5469,6,0,80,3,0.089648,128.199.214.237,0.055721,0.905739,0.007127,0.411648,38212,0.576812,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5470,6,0,80,3,0.089671,116.31.116.5,0.00199,0.796956,0.146798,0.025386,28289,0.422878,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5471,6,0,80,3,0.089723,116.31.116.5,0.00199,0.796956,0.146798,0.025386,62579,0.954811,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5472,6,0,81,3,0.089739,218.65.30.210,0.027861,0.88311,0.034487,0.825286,45337,0.68734,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5473,6,0,81,3,0.08975,116.31.116.5,0.00199,0.796956,0.146798,0.025386,23258,0.344833,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5474,6,0,81,3,0.089752,182.252.0.145,0.033333,0.888965,0.027359,0.980587,48982,0.743884,cssserver,0.243457,0.953889,0.000075,0.45504,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5475,6,0,81,3,0.089777,116.31.116.5,0.00199,0.796956,0.146798,0.025386,53558,0.814871,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5476,6,0,81,3,0.089779,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,hadoop,0.005926,0.832619,0.002479,0.451581,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5477,6,1,81,3,0.089808,116.31.116.5,0.00199,0.796956,0.146798,0.025386,18335,0.268464,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5478,6,1,81,3,0.089815,218.65.30.210,0.027861,0.88311,0.034487,0.825286,51964,0.790143,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5479,6,1,81,3,0.089834,139.59.103.228,0.023383,0.877391,0.041154,0.815829,37126,0.559965,db2inst1,0.031605,0.887254,0.000522,0.949111,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5480,6,1,81,3,0.089856,182.252.0.145,0.033333,0.888965,0.027359,0.980587,56613,0.862262,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5481,6,1,81,3,0.089857,182.252.0.145,0.033333,0.888965,0.027359,0.980587,56613,0.862262,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5482,6,1,81,3,0.089858,112.72.64.51,0.032338,0.887976,0.028394,0.988552,60328,0.919892,tom,0.048889,0.901492,0.000354,0.992095,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5483,6,1,81,3,0.089884,128.199.214.237,0.055721,0.905739,0.007127,0.411648,43405,0.657369,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5484,6,1,81,3,0.089902,139.59.103.228,0.023383,0.877391,0.041154,0.815829,52492,0.798334,resona,0.131852,0.933873,0.000149,0.170455,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5485,6,1,81,3,0.089905,218.65.30.210,0.027861,0.88311,0.034487,0.825286,41323,0.625072,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5486,6,1,81,3,0.089914,59.45.175.64,0.004478,0.823429,0.122198,0.197611,59092,0.900718,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5487,6,1,81,3,0.089927,218.65.30.210,0.027861,0.88311,0.034487,0.825286,17700,0.258613,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5488,6,1,81,3,0.089929,112.72.64.51,0.032338,0.887976,0.028394,0.988552,41837,0.633045,bbuser,0.185679,0.945046,0.000112,0.212945,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5489,6,1,81,3,0.089934,59.45.175.64,0.004478,0.823429,0.122198,0.197611,53230,0.809782,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5490,6,1,81,3,0.089939,59.45.175.64,0.004478,0.823429,0.122198,0.197611,60379,0.920683,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
5491,6,1,81,3,0.08997,139.59.103.228,0.023383,0.877391,0.041154,0.815829,39626,0.598747,mongodb,0.059753,0.908041,0.000298,0.175395,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5492,6,1,81,3,0.089996,218.65.30.210,0.027861,0.88311,0.034487,0.825286,53305,0.810946,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5493,6,1,81,3,0.089999,218.65.30.210,0.027861,0.88311,0.034487,0.825286,53305,0.810946,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5494,6,1,81,3,0.090004,112.72.64.51,0.032338,0.887976,0.028394,0.988552,53010,0.80637,veewee,0.157037,0.939578,0.00013,0.725791,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5495,6,1,81,3,0.090025,116.31.116.5,0.00199,0.796956,0.146798,0.025386,51826,0.788002,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5496,6,1,81,3,0.090054,116.31.116.5,0.00199,0.796956,0.146798,0.025386,34399,0.517661,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5497,6,1,81,3,0.090123,128.199.214.237,0.055721,0.905739,0.007127,0.411648,48762,0.740471,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5498,6,1,81,3,0.090135,116.31.116.5,0.00199,0.796956,0.146798,0.025386,39818,0.601725,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5499,6,1,81,3,0.090157,182.252.0.145,0.033333,0.888965,0.027359,0.980587,49870,0.757659,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5500,6,1,81,3,0.090158,182.252.0.145,0.033333,0.888965,0.027359,0.980587,49870,0.757659,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5501,6,1,81,3,0.090158,182.252.0.145,0.033333,0.888965,0.027359,0.980587,49870,0.757659,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5502,6,1,81,3,0.090164,116.31.116.5,0.00199,0.796956,0.146798,0.025386,57434,0.874998,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5503,6,1,81,3,0.090174,139.59.103.228,0.023383,0.877391,0.041154,0.815829,57492,0.875898,chrony,0.107654,0.927256,0.000186,0.096838,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5504,6,1,81,3,0.090196,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,test,0.002469,0.804045,0.005554,0.810771,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5505,6,1,81,3,0.090197,116.31.116.5,0.00199,0.796956,0.146798,0.025386,23457,0.347921,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5506,6,1,81,3,0.090219,218.65.30.210,0.027861,0.88311,0.034487,0.825286,64719,0.988009,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5507,6,1,81,3,0.090226,112.72.64.51,0.032338,0.887976,0.028394,0.988552,55436,0.844004,db2fenc1,0.043951,0.898017,0.000391,0.112648,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5508,6,1,81,3,0.090235,181.22.14.53,0.799502,0.992695,0,0.858138,43228,0.654624,root,0,0,1,0.093379,Argentina,La_Plata,0.420959,0.958909,0.681474,0.751678,0.4846,0.082385,cluster0
5509,6,1,81,3,0.090237,177.23.150.42,0.01592,0.864841,0.06449,0.639622,30497,0.45713,whmcs,0.226173,0.951485,0.000075,0.883893,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5510,6,1,81,3,0.090242,139.59.103.228,0.023383,0.877391,0.041154,0.815829,44626,0.67631,tcpdump,0.050864,0.902785,0.000335,0.160573,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5511,6,1,81,3,0.090261,218.65.30.210,0.027861,0.88311,0.034487,0.825286,44750,0.678234,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5512,6,1,81,3,0.090276,116.31.116.5,0.00199,0.796956,0.146798,0.025386,41170,0.622698,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5513,6,1,81,3,0.090281,218.65.30.210,0.027861,0.88311,0.034487,0.825286,60130,0.916821,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5514,6,1,81,3,0.090286,182.252.0.145,0.033333,0.888965,0.027359,0.980587,47424,0.719715,csserver,0.088395,0.920822,0.000224,0.202569,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5515,6,1,81,3,0.0903,112.72.64.51,0.032338,0.887976,0.028394,0.988552,54719,0.832881,grid,0.218272,0.950325,0.000093,0.353755,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5516,6,1,81,3,0.09031,139.59.103.228,0.023383,0.877391,0.041154,0.815829,59992,0.91468,wechat,0.13679,0.935073,0.000149,0.34832,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5517,6,1,81,3,0.090337,218.65.30.210,0.027861,0.88311,0.034487,0.825286,28167,0.420986,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5518,6,1,81,3,0.090342,112.91.82.252,0.630348,0.984934,0,0.002489,55652,0.847354,root,0,0,1,0.093379,China,Zhuhai,0.07228,0.282483,0.359967,0.068287,0.180928,0.40828,cluster0
5519,6,1,81,3,0.090362,128.199.214.237,0.055721,0.905739,0.007127,0.411648,54014,0.821944,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5520,6,1,81,3,0.090376,112.72.64.51,0.032338,0.887976,0.028394,0.988552,47113,0.714891,test,0.002469,0.804045,0.005554,0.810771,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5521,6,1,81,3,0.090377,221.194.44.224,0.023881,0.878078,0.041039,0.429567,48889,0.742441,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5522,6,1,81,3,0.09038,221.194.44.224,0.023881,0.878078,0.041039,0.429567,49551,0.752711,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5523,6,1,81,3,0.090382,221.194.44.224,0.023881,0.878078,0.041039,0.429567,51256,0.77916,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5524,6,1,81,3,0.090384,221.194.44.224,0.023881,0.878078,0.041039,0.429567,56925,0.867102,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5525,6,1,81,3,0.090386,221.194.44.224,0.023881,0.878078,0.041039,0.429567,57683,0.878861,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5526,6,1,81,3,0.090389,221.194.44.224,0.023881,0.878078,0.041039,0.429567,60565,0.923569,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5527,6,1,81,3,0.090391,221.194.44.224,0.023881,0.878078,0.041039,0.429567,34221,0.5149,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5528,6,1,81,3,0.090392,218.65.30.210,0.027861,0.88311,0.034487,0.825286,21161,0.312303,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5529,6,1,81,3,0.090393,221.194.44.224,0.023881,0.878078,0.041039,0.429567,37508,0.565891,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5530,6,1,81,3,0.090396,221.194.44.224,0.023881,0.878078,0.041039,0.429567,41031,0.620542,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5531,6,1,81,3,0.090398,221.194.44.224,0.023881,0.878078,0.041039,0.429567,42519,0.643625,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5532,6,1,81,3,0.090416,121.18.238.109,0.0199,0.872126,0.047017,0.281732,60699,0.925647,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5533,6,1,81,3,0.090418,121.18.238.109,0.0199,0.872126,0.047017,0.281732,33251,0.499853,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5534,6,1,81,3,0.090419,218.65.30.210,0.027861,0.88311,0.034487,0.825286,42231,0.639157,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5535,6,1,81,3,0.090421,121.18.238.109,0.0199,0.872126,0.047017,0.281732,35793,0.539286,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5536,6,1,81,3,0.090423,121.18.238.109,0.0199,0.872126,0.047017,0.281732,41584,0.629121,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5537,6,1,81,3,0.090425,121.18.238.109,0.0199,0.872126,0.047017,0.281732,41555,0.628671,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5538,6,1,81,3,0.090428,121.18.238.109,0.0199,0.872126,0.047017,0.281732,44613,0.676109,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5539,6,1,81,3,0.090431,121.18.238.109,0.0199,0.872126,0.047017,0.281732,47853,0.72637,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5540,6,1,81,3,0.090433,121.18.238.109,0.0199,0.872126,0.047017,0.281732,50488,0.767246,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5541,6,1,81,3,0.090435,121.18.238.109,0.0199,0.872126,0.047017,0.281732,46933,0.712098,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5542,6,1,81,3,0.090437,121.18.238.109,0.0199,0.872126,0.047017,0.281732,48791,0.740921,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5543,6,1,81,3,0.090473,221.194.47.208,0.018408,0.869581,0.050236,0.278248,42762,0.647395,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5544,6,1,81,3,0.090475,221.194.47.208,0.018408,0.869581,0.050236,0.278248,39584,0.598095,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5545,6,1,81,3,0.090477,221.194.47.208,0.018408,0.869581,0.050236,0.278248,46193,0.700619,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5546,6,1,81,3,0.09048,221.194.47.208,0.018408,0.869581,0.050236,0.278248,47654,0.723283,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5547,6,1,81,3,0.090482,221.194.47.208,0.018408,0.869581,0.050236,0.278248,52031,0.791183,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5548,6,1,81,3,0.090484,221.194.47.208,0.018408,0.869581,0.050236,0.278248,54511,0.829654,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
5549,6,1,81,3,0.090499,116.31.116.5,0.00199,0.796956,0.146798,0.025386,29550,0.44244,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
