@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
3310,4,20,52,2,0.057949,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3311,4,20,52,2,0.057978,133.130.102.99,0.042786,0.897115,0.015749,0.445495,51000,0.775189,kennedy,0.986667,0.999562,0,0.073617,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3312,4,20,52,2,0.058,177.23.150.42,0.01592,0.864841,0.06449,0.639622,19681,0.289344,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3313,4,20,52,2,0.058001,177.23.150.42,0.01592,0.864841,0.06449,0.639622,19681,0.289344,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3314,4,20,52,2,0.058067,133.130.102.99,0.042786,0.897115,0.015749,0.445495,51668,0.785551,cristiane,0.76642,0.991317,0,0.64081,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3315,4,20,52,2,0.058089,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38149,0.575834,root,0,0,1,0.093379,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster0
3316,4,20,52,2,0.05809,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38158,0.575974,admin,0.000494,0.751517,0.041598,0.283103,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster1
3317,4,20,52,2,0.058091,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38158,0.575974,admin,0.000494,0.751517,0.041598,0.283103,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster1
3318,4,20,52,2,0.058091,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38158,0.575974,admin,0.000494,0.751517,0.041598,0.283103,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster1
3319,4,20,52,2,0.058092,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38158,0.575974,admin,0.000494,0.751517,0.041598,0.283103,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster1
3320,4,20,52,2,0.058093,179.41.226.9,0.20398,0.948102,0.000575,0.183673,38158,0.575974,admin,0.000494,0.751517,0.041598,0.283103,Argentina,Moron,0.738257,0.937544,0.542156,0.97209,0.577089,0.359135,cluster1
3321,4,20,52,2,0.05812,116.31.116.38,0,0,1,0.780488,14632,0.21102,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3322,4,20,52,2,0.058145,116.31.116.38,0,0,1,0.780488,48988,0.743977,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3323,4,20,52,2,0.058155,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3324,4,20,52,2,0.058157,133.130.102.99,0.042786,0.897115,0.015749,0.445495,50736,0.771093,rosangela,0.741235,0.990227,0,0.890316,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3325,4,20,52,2,0.058168,116.31.116.38,0,0,1,0.780488,35433,0.533702,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3326,4,20,52,2,0.058173,177.23.150.42,0.01592,0.864841,0.06449,0.639622,61698,0.941145,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3327,4,20,52,2,0.058191,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,remote,0.266667,0.956861,0.000075,0.665514,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3328,4,20,52,2,0.058192,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,remote,0.266667,0.956861,0.000075,0.665514,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3329,4,20,52,2,0.058192,116.31.116.38,0,0,1,0.780488,25726,0.383119,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3330,4,20,52,2,0.058193,60.251.223.115,0.127861,0.932854,0.001265,0.328024,5386,0.067589,remote,0.266667,0.956861,0.000075,0.665514,Taiwan,Taichung,0.573389,0.765258,0.083964,0.79776,0.16349,0.531163,cluster14
3331,4,20,52,2,0.058196,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3332,4,20,52,2,0.058237,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3333,4,20,52,2,0.058243,116.31.116.38,0,0,1,0.780488,47553,0.721716,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3334,4,20,52,2,0.058267,116.31.116.38,0,0,1,0.780488,27406,0.40918,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3335,4,20,52,2,0.058268,42.7.26.15,0.024378,0.878751,0.038625,0.357889,49350,0.749593,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3336,4,20,52,2,0.058271,42.7.26.15,0.024378,0.878751,0.038625,0.357889,59546,0.907761,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3337,4,20,52,2,0.058273,42.7.26.15,0.024378,0.878751,0.038625,0.357889,53986,0.82151,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3338,4,20,52,2,0.058276,42.7.26.15,0.024378,0.878751,0.038625,0.357889,42764,0.647426,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3339,4,20,52,2,0.058279,42.7.26.15,0.024378,0.878751,0.038625,0.357889,37662,0.568279,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3340,4,20,52,2,0.058282,42.7.26.15,0.024378,0.878751,0.038625,0.357889,53038,0.806804,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3341,4,20,52,2,0.058284,42.7.26.15,0.024378,0.878751,0.038625,0.357889,58988,0.899105,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3342,4,20,52,2,0.058346,177.23.150.42,0.01592,0.864841,0.06449,0.639622,51458,0.782294,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3343,4,20,52,2,0.058425,133.130.102.99,0.042786,0.897115,0.015749,0.445495,59274,0.903542,igor,0.442963,0.973424,0.000019,0.841897,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3344,4,20,52,2,0.058443,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3345,4,20,52,2,0.058455,180.173.209.175,0.840299,0.99432,0,0.566949,24040,0.356964,root,0,0,1,0.093379,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster0
3346,4,20,52,2,0.058468,116.31.116.38,0,0,1,0.780488,39119,0.590882,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3347,4,20,52,2,0.058484,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3348,4,20,52,2,0.058492,116.31.116.38,0,0,1,0.780488,15638,0.226626,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3349,4,20,52,2,0.058514,133.130.102.99,0.042786,0.897115,0.015749,0.445495,33888,0.509734,vivo,0.914568,0.997085,0,0.413538,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3350,4,20,52,2,0.058524,52.232.102.177,0.085075,0.919553,0.002874,0.060727,1129,0.001551,git,0.003457,0.815027,0.004137,0.110672,Netherlands,Amsterdam,0.45002,0.741213,0.933648,0.579396,0.747247,0.149322,cluster6
3351,4,20,52,2,0.058541,116.31.116.38,0,0,1,0.780488,35437,0.533764,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3352,4,20,52,2,0.058567,116.31.116.38,0,0,1,0.780488,20428,0.300932,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3353,4,20,52,2,0.058591,116.31.116.38,0,0,1,0.780488,55146,0.839505,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3354,4,20,52,2,0.058604,133.130.102.99,0.042786,0.897115,0.015749,0.445495,36734,0.553884,gis-user,0.842963,0.994424,0,0.706028,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3355,4,20,52,2,0.058614,116.31.116.38,0,0,1,0.780488,38465,0.580736,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3356,4,20,52,2,0.058693,177.23.150.42,0.01592,0.864841,0.06449,0.639622,50209,0.762918,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3357,4,21,53,2,0.058812,116.31.116.38,0,0,1,0.780488,20905,0.308332,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3358,4,21,53,2,0.058837,116.31.116.38,0,0,1,0.780488,10930,0.153592,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3359,4,21,53,2,0.058841,59.45.175.60,0.034328,0.889925,0.022761,0.03783,47525,0.721282,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3360,4,21,53,2,0.058844,59.45.175.60,0.034328,0.889925,0.022761,0.03783,57763,0.880102,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3361,4,21,53,2,0.058847,59.45.175.60,0.034328,0.889925,0.022761,0.03783,42670,0.645967,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3362,4,21,53,2,0.05885,59.45.175.60,0.034328,0.889925,0.022761,0.03783,54966,0.836713,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3363,4,21,53,2,0.058854,59.45.175.60,0.034328,0.889925,0.022761,0.03783,49856,0.757442,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3364,4,21,53,2,0.058857,59.45.175.60,0.034328,0.889925,0.022761,0.03783,35315,0.531871,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3365,4,21,53,2,0.05886,116.31.116.38,0,0,1,0.780488,48924,0.742984,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3366,4,21,53,2,0.058866,177.23.150.42,0.01592,0.864841,0.06449,0.639622,52802,0.803143,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3367,4,21,53,2,0.058871,133.130.102.99,0.042786,0.897115,0.015749,0.445495,45270,0.686301,cavi,0.975802,0.999201,0,0.324605,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3368,4,21,53,2,0.058886,116.31.116.38,0,0,1,0.780488,31197,0.467989,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3369,4,21,53,2,0.05891,116.31.116.38,0,0,1,0.780488,25754,0.383553,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3370,4,21,53,2,0.058935,116.31.116.38,0,0,1,0.780488,13645,0.195709,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3371,4,21,53,2,0.058961,133.130.102.99,0.042786,0.897115,0.015749,0.445495,48118,0.730481,newuser,0.333333,0.964144,0.000037,0.341897,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3372,4,21,53,2,0.059004,121.18.238.104,0.021891,0.875237,0.042993,0.970134,54504,0.829546,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3373,4,21,53,2,0.059006,121.18.238.104,0.021891,0.875237,0.042993,0.970134,56346,0.85812,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3374,4,21,53,2,0.059008,121.18.238.104,0.021891,0.875237,0.042993,0.970134,58821,0.896514,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3375,4,21,53,2,0.059011,121.18.238.104,0.021891,0.875237,0.042993,0.970134,32938,0.494997,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3376,4,21,53,2,0.059013,121.18.238.104,0.021891,0.875237,0.042993,0.970134,37755,0.569722,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3377,4,21,53,2,0.059015,121.18.238.104,0.021891,0.875237,0.042993,0.970134,40302,0.609233,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3378,4,21,53,2,0.059039,177.23.150.42,0.01592,0.864841,0.06449,0.639622,37921,0.572297,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3379,4,21,53,2,0.05905,133.130.102.99,0.042786,0.897115,0.015749,0.445495,50962,0.774599,masterkey,0.813333,0.993257,0,0.707016,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3380,4,21,53,2,0.059054,121.18.238.98,0.018905,0.870451,0.049891,0.507218,50920,0.773948,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3381,4,21,53,2,0.059057,121.18.238.98,0.018905,0.870451,0.049891,0.507218,54293,0.826272,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3382,4,21,53,2,0.059059,121.18.238.98,0.018905,0.870451,0.049891,0.507218,56084,0.854056,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3383,4,21,53,2,0.059063,121.18.238.98,0.018905,0.870451,0.049891,0.507218,58503,0.891581,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3384,4,21,53,2,0.059065,121.18.238.98,0.018905,0.870451,0.049891,0.507218,48936,0.743171,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3385,4,21,53,2,0.059067,121.18.238.98,0.018905,0.870451,0.049891,0.507218,53455,0.813273,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3386,4,21,53,2,0.059091,221.194.47.211,0.016418,0.865846,0.055868,0.090095,58333,0.888944,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3387,4,21,53,2,0.059093,221.194.47.211,0.016418,0.865846,0.055868,0.090095,34075,0.512635,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3388,4,21,53,2,0.059096,221.194.47.211,0.016418,0.865846,0.055868,0.090095,34615,0.521012,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3389,4,21,53,2,0.059097,221.194.47.211,0.016418,0.865846,0.055868,0.090095,33370,0.501699,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3390,4,21,53,2,0.0591,221.194.47.211,0.016418,0.865846,0.055868,0.090095,33037,0.496533,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3391,4,21,53,2,0.059102,221.194.47.211,0.016418,0.865846,0.055868,0.090095,60957,0.92965,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
3392,4,21,53,2,0.059133,116.31.116.38,0,0,1,0.780488,49530,0.752385,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3393,4,21,53,2,0.059141,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3394,4,21,53,2,0.059142,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3395,4,21,53,2,0.059142,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3396,4,21,53,2,0.059143,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3397,4,21,53,2,0.059144,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3398,4,21,53,2,0.059145,92.203.41.88,0.277612,0.958163,0.000575,0.613738,60450,0.921785,admin,0.000494,0.751517,0.041598,0.283103,Germany,Asperg,0.399578,0.529517,0.012718,0.518269,0.056965,0.594793,cluster1
3399,4,21,53,2,0.059158,116.31.116.38,0,0,1,0.780488,23015,0.341064,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3400,4,21,53,2,0.059189,116.31.116.38,0,0,1,0.780488,36851,0.555699,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3401,4,21,53,2,0.059213,177.23.150.42,0.01592,0.864841,0.06449,0.639622,41985,0.635341,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3402,4,21,53,2,0.059241,116.31.116.38,0,0,1,0.780488,57334,0.873447,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3403,4,21,53,2,0.059266,116.31.116.38,0,0,1,0.780488,43519,0.659138,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3404,4,21,53,2,0.05928,89.121.251.99,0.424378,0.972018,0.000345,0.995022,33505,0.503793,root,0,0,1,0.093379,Romania,Bucharest,0.755567,0.87074,0.716613,0.911622,0.737538,0.349238,cluster0
3405,4,21,53,2,0.059292,116.31.116.38,0,0,1,0.780488,24086,0.357678,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3406,4,21,53,2,0.059318,133.130.102.99,0.042786,0.897115,0.015749,0.445495,59492,0.906923,jomaia,0.964444,0.998818,0,0.617095,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3407,4,21,53,2,0.059384,89.121.251.99,0.424378,0.972018,0.000345,0.995022,48792,0.740937,minecraft,0.007901,0.842008,0.002031,0.050395,Romania,Bucharest,0.755567,0.87074,0.716613,0.911622,0.737538,0.349238,cluster1
3408,4,21,53,2,0.059388,177.23.150.42,0.01592,0.864841,0.06449,0.639622,2593,0.024262,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3409,4,21,53,2,0.059408,133.130.102.99,0.042786,0.897115,0.015749,0.445495,34102,0.513054,desenv,0.49284,0.976906,0.000019,0.153162,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3410,4,21,53,2,0.059431,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3411,4,21,53,2,0.059432,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3412,4,21,53,2,0.059432,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3413,4,21,53,2,0.059433,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3414,4,21,53,2,0.059433,59.45.175.62,0.005473,0.82998,0.110472,0.465903,60811,0.927385,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3415,4,21,53,2,0.059433,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3416,4,21,53,2,0.059434,114.115.139.210,0.301493,0.960857,0.000575,0.084619,41066,0.621085,ubnt,0.001975,0.796762,0.005815,0.509387,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster3
3417,4,21,53,2,0.059437,59.45.175.62,0.005473,0.82998,0.110472,0.465903,43446,0.658005,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3418,4,21,53,2,0.059439,59.45.175.62,0.005473,0.82998,0.110472,0.465903,54821,0.834463,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3419,4,21,53,2,0.059442,59.45.175.62,0.005473,0.82998,0.110472,0.465903,34846,0.524596,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3420,4,21,53,2,0.059445,59.45.175.62,0.005473,0.82998,0.110472,0.465903,44869,0.68008,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3421,4,21,53,2,0.059448,59.45.175.62,0.005473,0.82998,0.110472,0.465903,54003,0.821774,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3422,4,21,53,2,0.059451,59.45.175.62,0.005473,0.82998,0.110472,0.465903,34586,0.520562,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
3423,4,21,53,2,0.059487,89.121.251.99,0.424378,0.972018,0.000345,0.995022,36145,0.544747,mcserver,0.261235,0.956189,0.000075,0.955534,Romania,Bucharest,0.755567,0.87074,0.716613,0.911622,0.737538,0.349238,cluster1
3424,4,21,53,2,0.059492,116.31.116.38,0,0,1,0.780488,23556,0.349456,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3425,4,21,53,2,0.059497,133.130.102.99,0.042786,0.897115,0.015749,0.445495,36948,0.557203,tecnofrota_teste,0.750617,0.990637,0,0.621542,Japan,None,0.476455,0.288514,0.049058,0.391431,0.188298,0.788767,cluster1
3426,4,21,53,2,0.059518,116.31.116.38,0,0,1,0.780488,10577,0.148116,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3427,4,21,53,2,0.059543,116.31.116.38,0,0,1,0.780488,54259,0.825745,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
3428,4,21,53,2,0.059559,177.23.150.42,0.01592,0.864841,0.06449,0.639622,16066,0.233266,root,0,0,1,0.093379,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster0
3429,4,21,53,2,0.059569,116.31.116.38,0,0,1,0.780488,44592,0.675783,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
